,Qvalue,action,light,oncoming,waypoint
0,-3.95214653562,parado,green,parado,forward
1,1.44795124368,left,green,parado,forward
2,2.69577975808,right,green,parado,forward
3,1.43361797447,forward,green,parado,forward
4,-3.11801259144,parado,green,forward,right
5,-16.3568747242,left,green,forward,right
6,1.0098221135,right,green,forward,right
7,2.37860798208,forward,green,forward,right
8,-3.59838323961,parado,green,parado,right
9,1.38116384751,left,green,parado,right
10,2.75224856191,right,green,parado,right
11,1.08507043136,forward,green,parado,right
12,3.71370610438,parado,red,parado,right
13,-8.60999381467,left,red,parado,right
14,1.00982806145,right,red,parado,right
15,-33.2778603366,forward,red,parado,right
16,3.58973797237,parado,red,forward,right
17,-23.0846220128,left,red,forward,right
18,-9.14106020091,right,red,forward,right
19,-9.79571554778,forward,red,forward,right
20,1.3260806455,parado,green,left,right
21,2.32459637803,left,green,left,right
22,1.00470135048,right,green,left,right
23,1.72953758105,forward,green,left,right
24,3.00555550579,parado,red,left,right
25,-11.4047514148,left,red,left,right
26,1.00017788228,right,red,left,right
27,-8.33559655402,forward,red,left,right
28,1.80589691024,parado,red,right,right
29,-18.6821863458,left,red,right,right
30,1.00341431824,right,red,right,right
31,-4.06446683928,forward,red,right,right
32,1.64891781765,parado,green,left,forward
33,1.00454743399,left,green,left,forward
34,1.00554113077,right,green,left,forward
35,3.38816407218,forward,green,left,forward
36,-2.08218769953,parado,green,forward,forward
37,-8.98266025935,left,green,forward,forward
38,1.00698187465,right,green,forward,forward
39,2.74664370897,forward,green,forward,forward
40,-3.91805308887,parado,green,parado,left
41,2.22243801157,left,green,parado,left
42,1.00304599286,right,green,parado,left
43,1.71430532927,forward,green,parado,left
44,3.11590345028,parado,red,parado,forward
45,-15.6576975312,left,red,parado,forward
46,1.00011945236,right,red,parado,forward
47,-4.01987924291,forward,red,parado,forward
48,2.70986832146,parado,red,left,left
49,-11.2069971069,left,red,left,left
50,1.00196081656,right,red,left,left
51,-3.91450390738,forward,red,left,left
52,1.13137984774,parado,green,left,left
53,2.6746859565,left,green,left,left
54,1.21999380807,right,green,left,left
55,1.2227298979,forward,green,left,left
56,1.00431393288,parado,green,right,forward
57,-8.90916084754,left,green,right,forward
58,1.65013640893,right,green,right,forward
59,1.00108530533,forward,green,right,forward
60,1.00885906298,parado,green,forward,left
61,-8.95210195655,left,green,forward,left
62,1.0027887757,right,green,forward,left
63,1.88609421806,forward,green,forward,left
64,2.74682675016,parado,red,left,forward
65,-3.83496153759,left,red,left,forward
66,1.00193194489,right,red,left,forward
67,-5.62099082604,forward,red,left,forward
68,-1.35048348312,parado,green,right,right
69,-13.9552618096,left,green,right,right
70,1.00075946228,right,green,right,right
71,1.49870063556,forward,green,right,right
72,2.38691500038,parado,red,parado,left
73,-7.66843051152,left,red,parado,left
74,1.00035567751,right,red,parado,left
75,1.00773599416,forward,red,parado,left
76,1.00727778378,parado,green,right,left
77,-13.5010720815,left,green,right,left
78,1.00018016472,right,green,right,left
79,2.33557225116,forward,green,right,left
80,3.33029001346,parado,red,right,forward
81,-19.0590590862,left,red,right,forward
82,0.93868326108,right,red,right,forward
83,-6.20247663248,forward,red,right,forward
84,1.00200937742,parado,red,forward,forward
85,1.00018560799,left,red,forward,forward
86,1.85887003076,right,red,forward,forward
87,-4.28642048509,forward,red,forward,forward
88,2.07686890809,parado,red,forward,left
89,1.00361301432,left,red,forward,left
90,1.00103061799,right,red,forward,left
91,-19.373828232,forward,red,forward,left
92,3.67030322689,parado,red,right,left
93,1.00315533481,left,red,right,left
94,1.00600901542,right,red,right,left
95,1.00513268402,forward,red,right,left
