,Qvalue,action,light,oncoming,waypoint
0,1.00345055035,parado,red,parado,left
1,1.002235088,left,red,parado,left
2,1.00414181946,right,red,parado,left
3,1.0071232992,forward,red,parado,left
4,1.00442632689,parado,green,parado,left
5,1.00621618054,left,green,parado,left
6,1.00413144479,right,green,parado,left
7,1.00949923925,forward,green,parado,left
8,1.00735249983,parado,green,left,left
9,1.00416432504,left,green,left,left
10,1.00296056205,right,green,left,left
11,1.00566177115,forward,green,left,left
12,1.0013432993,parado,green,left,forward
13,1.00418767573,left,green,left,forward
14,1.00252499854,right,green,left,forward
15,1.0097028835,forward,green,left,forward
16,1.00828251292,parado,green,parado,forward
17,1.00471729757,left,green,parado,forward
18,1.00162726097,right,green,parado,forward
19,1.00796797632,forward,green,parado,forward
20,1.00938707215,parado,red,left,right
21,1.00970826502,left,red,left,right
22,1.00323344936,right,red,left,right
23,1.00285208665,forward,red,left,right
24,1.00573467307,parado,green,left,right
25,1.00796365141,left,green,left,right
26,1.00233242518,right,green,left,right
27,1.00115738154,forward,green,left,right
28,1.00406673356,parado,green,parado,right
29,1.00142813364,left,green,parado,right
30,1.00036291745,right,green,parado,right
31,1.00944929392,forward,green,parado,right
32,1.00794496364,parado,red,parado,right
33,1.00947467068,left,red,parado,right
34,1.00256796864,right,red,parado,right
35,1.00687750086,forward,red,parado,right
36,1.00268754878,parado,green,right,right
37,1.00892384169,left,green,right,right
38,1.00711498426,right,green,right,right
39,1.00721462388,forward,green,right,right
40,1.00665479407,parado,red,left,left
41,1.00201767459,left,red,left,left
42,1.00028913945,right,red,left,left
43,1.00713774918,forward,red,left,left
44,1.00732734453,parado,red,parado,forward
45,1.00382714009,left,red,parado,forward
46,1.00891386572,right,red,parado,forward
47,1.00593344955,forward,red,parado,forward
48,1.00862190477,parado,red,right,left
49,1.00509576774,left,red,right,left
50,1.00036138462,right,red,right,left
51,1.00802311416,forward,red,right,left
52,1.00203424374,parado,red,forward,left
53,1.00041796162,left,red,forward,left
54,1.00745903064,right,red,forward,left
55,1.00218099755,forward,red,forward,left
56,1.00855124869,parado,green,forward,left
57,1.00017591528,left,green,forward,left
58,1.00183412726,right,green,forward,left
59,1.00832614342,forward,green,forward,left
60,1.00724705872,parado,green,forward,right
61,1.00691407281,left,green,forward,right
62,1.00848277419,right,green,forward,right
63,1.00711879788,forward,green,forward,right
64,1.0074006878,parado,green,forward,forward
65,1.00877053586,left,green,forward,forward
66,1.00294231477,right,green,forward,forward
67,1.00099848656,forward,green,forward,forward
68,1.00781645947,parado,red,forward,forward
69,1.00560924344,left,red,forward,forward
70,1.00563423574,right,red,forward,forward
71,1.0037369393,forward,red,forward,forward
72,1.00509722914,parado,green,right,forward
73,1.00460341347,left,green,right,forward
74,1.00987324775,right,green,right,forward
75,1.00485541399,forward,green,right,forward
76,1.00953806565,parado,green,right,left
77,1.0087721311,left,green,right,left
78,1.00517667633,right,green,right,left
79,1.007993546,forward,green,right,left
80,1.00831064895,parado,red,right,forward
81,1.00882270531,left,red,right,forward
82,1.00630825899,right,red,right,forward
83,1.00198623566,forward,red,right,forward
84,1.00606021258,parado,red,left,forward
85,1.00661702453,left,red,left,forward
86,1.00249027693,right,red,left,forward
87,1.00529581528,forward,red,left,forward
88,1.00125355441,parado,red,forward,right
89,1.00408849706,left,red,forward,right
90,1.00540741744,right,red,forward,right
91,1.00699393369,forward,red,forward,right
92,1.00663997003,parado,red,right,right
93,1.00601495048,left,red,right,right
94,1.00838997025,right,red,right,right
95,1.00789538801,forward,red,right,right
